Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Week 1,Week2 ,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
2008,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,HARDIN,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,HARRISON,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,HENRY,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHEAST,30,HOWARD,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,IDA,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,IOWA,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,JACKSON,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,JASPER,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,JEFFERSON,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,JOHNSON,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,JONES,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,KEOKUK,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,LEE,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,LINN,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,LOUISA,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,LYON,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,MADISON,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,MAHASKA,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,MARION,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,MARSHALL,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHWEST,70,MILLS,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,MONONA,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,MONROE,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,O BRIEN,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,OSCEOLA,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHWEST,70,PAGE,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,PALO ALTO,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,PLYMOUTH,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,POCAHONTAS,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,POLK,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,POWESHIEK,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,SAC,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,EAST CENTRAL,60,SCOTT,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,SHELBY,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHWEST,10,SIOUX,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,STORY,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,TAMA,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHWEST,70,TAYLOR,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,UNION,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,VAN BUREN,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,WAPELLO,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,WARREN,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTHEAST,90,WASHINGTON,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,SOUTH CENTRAL,80,WAYNE,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,CENTRAL,50,WEBSTER,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTHEAST,30,WINNESHIEK,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,WEST CENTRAL,40,WOODBURY,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,WORTH,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,31,28,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST,30,ADAMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHEAST,20,BOONE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST,30,BROWN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHWEST,10,BUREAU,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHWEST,10,CARROLL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST,50,CHAMPAIGN,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHEAST,20,COOK,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHEAST,20,DE KALB,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,CENTRAL,40,DE WITT,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST,50,FORD,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST,30,FULTON,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST,30,HANCOCK,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST,30,HENDERSON,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,NORTHWEST,10,HENRY,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST,50,IROQUOIS,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,36,20,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
